ts_utc,strategy,symbol,timeframe,status,action,lot,entry,sl,tp,leverage,balance,free_margin,margin_required,spread,ticket_order,ticket_deal
2025-11-16 19:56:58,keltner_squeeze_breakout,EURUSDm,5m,sent,BUY,0.08,1.16222,1.162209207,1.162608128,None,100.0,100.0,92.98,0.00019999999999997797,0,0
2025-11-16 22:05:04,keltner_squeeze_breakout,EURUSDm,5m,no_signal,None,None,None,None,None,None,None,None,None,None,None,None
2025-11-16 22:10:12,keltner_squeeze_breakout,EURUSDm,5m,no_signal,None,None,None,None,None,None,None,None,None,None,None,None
2025-11-16 22:15:06,keltner_squeeze_breakout,EURUSDm,5m,no_signal,None,None,None,None,None,None,None,None,None,None,None,None
2025-11-16 22:20:18,keltner_squeeze_breakout,EURUSDm,5m,no_signal,None,None,None,None,None,None,None,None,None,None,None,None
2025-11-16 22:25:02,keltner_squeeze_breakout,EURUSDm,5m,no_signal,None,None,None,None,None,None,None,None,None,None,None,None
2025-11-16 22:30:03,keltner_squeeze_breakout,EURUSDm,5m,sent,BUY,0.08,1.16271,1.162699207,1.163098128,None,100.0,100.0,93.02,0.0004799999999998139,0,0
2025-11-16 22:35:05,keltner_squeeze_breakout,EURUSDm,5m,sent,SELL,0.08,1.1620300000000001,1.162040793,1.1616418720000001,None,100.0,100.0,92.96,0.0004799999999998139,0,0
2025-11-16 22:40:05,keltner_squeeze_breakout,EURUSDm,5m,sent,SELL,0.08,1.16197,1.161980793,1.161581872,None,100.0,100.0,92.96,0.00048000000000003595,0,0
2025-11-16 22:45:01,keltner_squeeze_breakout,EURUSDm,5m,sent,SELL,0.08,1.16195,1.161960793,1.161561872,None,100.0,100.0,92.96,0.00048000000000003595,0,0
2025-11-16 22:50:17,keltner_squeeze_breakout,EURUSDm,5m,no_signal,None,None,None,None,None,None,None,None,None,None,None,None
2025-11-16 22:55:01,keltner_squeeze_breakout,EURUSDm,5m,no_signal,None,None,None,None,None,None,None,None,None,None,None,None
2025-11-16 23:00:01,keltner_squeeze_breakout,EURUSDm,5m,sent,BUY,0.08,1.16229,1.162279207,1.162678128,None,100.0,100.0,92.98,8.000000000008001e-05,0,0
2025-11-16 23:05:01,keltner_squeeze_breakout,EURUSDm,5m,sent,BUY,0.08,1.16238,1.162369207,1.162768128,None,100.0,100.0,92.99,7.999999999985796e-05,0,0
2025-11-16 23:10:14,keltner_squeeze_breakout,EURUSDm,5m,sent,BUY,0.08,1.16242,1.162409207,1.162808128,None,100.0,100.0,92.99,8.000000000008001e-05,0,0
2025-11-16 23:15:02,keltner_squeeze_breakout,EURUSDm,5m,no_signal,None,None,None,None,None,None,None,None,None,None,None,None
2025-11-16 23:20:02,keltner_squeeze_breakout,EURUSDm,5m,sent,SELL,0.08,1.16199,1.162000793,1.161601872,None,100.0,100.0,92.96,7.999999999985796e-05,0,0
2025-11-16 23:25:04,keltner_squeeze_breakout,EURUSDm,5m,no_signal,None,None,None,None,None,None,None,None,None,None,None,None
2025-11-16 23:30:02,keltner_squeeze_breakout,EURUSDm,5m,no_signal,None,None,None,None,None,None,None,None,None,None,None,None
2025-11-16 23:35:06,keltner_squeeze_breakout,EURUSDm,5m,no_signal,None,None,None,None,None,None,None,None,None,None,None,None
2025-11-16 23:40:10,keltner_squeeze_breakout,EURUSDm,5m,sent,SELL,0.08,1.16192,1.161930793,1.161531872,None,100.0,100.0,92.95,7.999999999985796e-05,0,0
2025-11-16 23:45:02,keltner_squeeze_breakout,EURUSDm,5m,sent,SELL,0.08,1.16185,1.161860793,1.161461872,None,100.0,100.0,92.95,7.999999999985796e-05,0,0
2025-11-16 23:50:09,keltner_squeeze_breakout,EURUSDm,5m,sent,SELL,0.08,1.1617899999999999,1.1618007929999998,1.161401872,None,100.0,100.0,92.94,8.000000000008001e-05,0,0
2025-11-16 23:55:05,keltner_squeeze_breakout,EURUSDm,5m,sent,SELL,0.08,1.16122,1.1612307929999999,1.160831872,None,100.0,100.0,92.9,8.000000000008001e-05,0,0
2025-11-17 00:00:03,keltner_squeeze_breakout,EURUSDm,5m,no_signal,None,None,None,None,None,None,None,None,None,None,None,None
2025-11-17 00:05:01,keltner_squeeze_breakout,EURUSDm,5m,sent,SELL,0.08,1.16104,1.161050793,1.160651872,None,100.0,100.0,92.88,7.999999999985796e-05,0,0
2025-11-17 00:10:03,keltner_squeeze_breakout,EURUSDm,5m,no_signal,None,None,None,None,None,None,None,None,None,None,None,None
2025-11-17 00:15:01,keltner_squeeze_breakout,EURUSDm,5m,sent,SELL,0.08,1.16063,1.160640793,1.160241872,None,100.0,100.0,92.85,7.999999999985796e-05,0,0
2025-11-17 00:20:05,keltner_squeeze_breakout,EURUSDm,5m,sent,SELL,0.08,1.16056,1.160570793,1.160171872,None,100.0,100.0,92.84,7.999999999985796e-05,0,0
2025-11-17 00:25:01,keltner_squeeze_breakout,EURUSDm,5m,no_signal,None,None,None,None,None,None,None,None,None,None,None,None
2025-11-17 00:30:02,keltner_squeeze_breakout,EURUSDm,5m,no_signal,None,None,None,None,None,None,None,None,None,None,None,None
2025-11-17 00:35:02,keltner_squeeze_breakout,EURUSDm,5m,no_signal,None,None,None,None,None,None,None,None,None,None,None,None
2025-11-17 00:40:08,keltner_squeeze_breakout,EURUSDm,5m,no_signal,None,None,None,None,None,None,None,None,None,None,None,None
2025-11-17 00:45:02,keltner_squeeze_breakout,EURUSDm,5m,no_signal,None,None,None,None,None,None,None,None,None,None,None,None
2025-11-17 00:50:02,keltner_squeeze_breakout,EURUSDm,5m,sent,SELL,0.08,1.16073,1.160740793,1.160341872,None,100.0,100.0,92.86,8.000000000008001e-05,0,0
2025-11-17 00:55:02,keltner_squeeze_breakout,EURUSDm,5m,sent,SELL,0.08,1.16067,1.160680793,1.160281872,None,100.0,100.0,92.85,7.999999999985796e-05,0,0
2025-11-17 01:00:02,keltner_squeeze_breakout,EURUSDm,5m,sent,SELL,0.08,1.16054,1.1605507929999999,1.160151872,None,100.0,100.0,92.84,8.000000000008001e-05,0,0
2025-11-17 01:05:02,keltner_squeeze_breakout,EURUSDm,5m,no_signal,None,None,None,None,None,None,None,None,None,None,None,None
2025-11-17 01:10:11,keltner_squeeze_breakout,EURUSDm,5m,sent,BUY,0.08,1.16102,1.161009207,1.161408128,None,100.0,100.0,92.88,7.999999999985796e-05,0,0
2025-11-17 01:15:03,keltner_squeeze_breakout,EURUSDm,5m,sent,BUY,0.08,1.16097,1.160959207,1.161358128,None,100.0,100.0,92.88,8.000000000008001e-05,0,0
2025-11-17 01:20:03,keltner_squeeze_breakout,EURUSDm,5m,no_signal,None,None,None,None,None,None,None,None,None,None,None,None
2025-11-17 01:25:01,keltner_squeeze_breakout,EURUSDm,5m,no_signal,None,None,None,None,None,None,None,None,None,None,None,None
2025-11-17 01:30:03,keltner_squeeze_breakout,EURUSDm,5m,no_signal,None,None,None,None,None,None,None,None,None,None,None,None
2025-11-17 01:35:03,keltner_squeeze_breakout,EURUSDm,5m,no_signal,None,None,None,None,None,None,None,None,None,None,None,None
2025-11-17 01:40:03,keltner_squeeze_breakout,EURUSDm,5m,no_signal,None,None,None,None,None,None,None,None,None,None,None,None
2025-11-17 01:45:17,keltner_squeeze_breakout,EURUSDm,5m,no_signal,None,None,None,None,None,None,None,None,None,None,None,None
2025-11-17 01:50:06,keltner_squeeze_breakout,EURUSDm,5m,sent,SELL,0.08,1.16076,1.160770793,1.160371872,None,100.0,100.0,92.86,8.000000000008001e-05,0,0
2025-11-17 01:55:04,keltner_squeeze_breakout,EURUSDm,5m,no_signal,None,None,None,None,None,None,None,None,None,None,None,None
2025-11-17 02:00:04,keltner_squeeze_breakout,EURUSDm,5m,sent,SELL,0.08,1.16059,1.160600793,1.160201872,None,100.0,100.0,92.85,8.000000000008001e-05,0,0
2025-11-17 02:05:04,keltner_squeeze_breakout,EURUSDm,5m,sent,SELL,0.08,1.16043,1.160440793,1.160041872,None,100.0,100.0,92.83,7.999999999985796e-05,0,0
2025-11-17 02:10:02,keltner_squeeze_breakout,EURUSDm,5m,sent,SELL,0.08,1.16041,1.160420793,1.160021872,None,100.0,100.0,92.83,8.000000000008001e-05,0,0
2025-11-17 02:15:04,keltner_squeeze_breakout,EURUSDm,5m,sent,SELL,0.08,1.16037,1.1603807929999999,1.159981872,None,100.0,100.0,92.83,8.000000000008001e-05,0,0
2025-11-17 02:20:02,keltner_squeeze_breakout,EURUSDm,5m,no_signal,None,None,None,None,None,None,None,None,None,None,None,None
2025-11-17 02:25:02,keltner_squeeze_breakout,EURUSDm,5m,sent,SELL,0.08,1.16031,1.160320793,1.159921872,None,100.0,100.0,92.82,8.000000000008001e-05,0,0
2025-11-17 02:30:03,keltner_squeeze_breakout,EURUSDm,5m,no_signal,None,None,None,None,None,None,None,None,None,None,None,None
2025-11-17 02:35:03,keltner_squeeze_breakout,EURUSDm,5m,sent,SELL,0.08,1.16024,1.160250793,1.159851872,None,100.0,100.0,92.82,8.000000000008001e-05,0,0
2025-11-17 02:40:01,keltner_squeeze_breakout,EURUSDm,5m,sent,SELL,0.08,1.16022,1.160230793,1.159831872,None,100.0,100.0,92.82,7.999999999985796e-05,0,0
2025-11-17 02:45:01,keltner_squeeze_breakout,EURUSDm,5m,sent,SELL,0.08,1.16013,1.160140793,1.1597418720000001,None,100.0,100.0,92.81,7.999999999985796e-05,0,0
2025-11-17 02:50:01,keltner_squeeze_breakout,EURUSDm,5m,no_signal,None,None,None,None,None,None,None,None,None,None,None,None
2025-11-17 02:55:07,keltner_squeeze_breakout,EURUSDm,5m,no_signal,None,None,None,None,None,None,None,None,None,None,None,None
2025-11-17 03:00:03,keltner_squeeze_breakout,EURUSDm,5m,no_signal,None,None,None,None,None,None,None,None,None,None,None,None
2025-11-17 03:05:01,keltner_squeeze_breakout,EURUSDm,5m,sent,SELL,0.08,1.16009,1.160100793,1.159701872,None,100.0,100.0,92.81,7.999999999985796e-05,0,0
2025-11-17 03:10:06,keltner_squeeze_breakout,EURUSDm,5m,no_signal,None,None,None,None,None,None,None,None,None,None,None,None
2025-11-17 03:15:04,keltner_squeeze_breakout,EURUSDm,5m,no_signal,None,None,None,None,None,None,None,None,None,None,None,None
2025-11-17 03:20:02,keltner_squeeze_breakout,EURUSDm,5m,sent,SELL,0.08,1.15997,1.159980793,1.159581872,None,100.0,100.0,92.8,8.000000000008001e-05,0,0
2025-11-17 03:25:04,keltner_squeeze_breakout,EURUSDm,5m,no_signal,None,None,None,None,None,None,None,None,None,None,None,None
2025-11-17 03:30:02,keltner_squeeze_breakout,EURUSDm,5m,no_signal,None,None,None,None,None,None,None,None,None,None,None,None
2025-11-17 03:35:04,keltner_squeeze_breakout,EURUSDm,5m,sent,SELL,0.08,1.15974,1.159750793,1.159351872,None,100.0,100.0,92.78,8.000000000008001e-05,0,0
2025-11-17 03:40:02,keltner_squeeze_breakout,EURUSDm,5m,sent,SELL,0.08,1.15978,1.159790793,1.159391872,None,100.0,100.0,92.78,8.000000000008001e-05,0,0
2025-11-17 03:45:02,keltner_squeeze_breakout,EURUSDm,5m,sent,SELL,0.08,1.1596899999999999,1.1597007929999998,1.159301872,None,100.0,100.0,92.78,8.000000000008001e-05,0,0
2025-11-17 03:50:02,keltner_squeeze_breakout,EURUSDm,5m,no_signal,None,None,None,None,None,None,None,None,None,None,None,None
2025-11-17 03:55:07,keltner_squeeze_breakout,EURUSDm,5m,no_signal,None,None,None,None,None,None,None,None,None,None,None,None
2025-11-17 04:00:03,keltner_squeeze_breakout,EURUSDm,5m,no_signal,None,None,None,None,None,None,None,None,None,None,None,None
2025-11-17 04:05:05,keltner_squeeze_breakout,EURUSDm,5m,no_signal,None,None,None,None,None,None,None,None,None,None,None,None
2025-11-17 04:10:09,keltner_squeeze_breakout,EURUSDm,5m,no_signal,None,None,None,None,None,None,None,None,None,None,None,None
2025-11-17 04:15:03,keltner_squeeze_breakout,EURUSDm,5m,sent,SELL,0.08,1.15977,1.159780793,1.159381872,None,100.0,100.0,92.78,8.000000000008001e-05,0,0
2025-11-17 04:20:03,keltner_squeeze_breakout,EURUSDm,5m,sent,BUY,0.08,1.15994,1.159929207,1.160328128,None,100.0,100.0,92.8,7.999999999985796e-05,0,0
2025-11-17 04:25:03,keltner_squeeze_breakout,EURUSDm,5m,no_signal,None,None,None,None,None,None,None,None,None,None,None,None
2025-11-17 04:30:02,keltner_squeeze_breakout,EURUSDm,5m,sent,BUY,0.08,1.16002,1.160009207,1.160408128,None,100.0,100.0,92.8,8.000000000008001e-05,0,0
2025-11-17 04:35:04,keltner_squeeze_breakout,EURUSDm,5m,sent,BUY,0.08,1.16015,1.160139207,1.160538128,None,100.0,100.0,92.81,8.000000000008001e-05,0,0
2025-11-17 04:40:10,keltner_squeeze_breakout,EURUSDm,5m,sent,BUY,0.08,1.16011,1.160099207,1.160498128,None,100.0,100.0,92.81,8.000000000008001e-05,0,0
2025-11-17 04:45:02,keltner_squeeze_breakout,EURUSDm,5m,no_signal,None,None,None,None,None,None,None,None,None,None,None,None
2025-11-17 04:50:04,keltner_squeeze_breakout,EURUSDm,5m,no_signal,None,None,None,None,None,None,None,None,None,None,None,None
2025-11-17 04:55:04,keltner_squeeze_breakout,EURUSDm,5m,no_signal,None,None,None,None,None,None,None,None,None,None,None,None
2025-11-17 05:00:02,keltner_squeeze_breakout,EURUSDm,5m,sent,BUY,0.08,1.16032,1.160309207,1.160708128,None,100.0,100.0,92.83,8.000000000008001e-05,0,0
2025-11-17 05:05:04,keltner_squeeze_breakout,EURUSDm,5m,sent,BUY,0.08,1.16027,1.160259207,1.160658128,None,100.0,100.0,92.82,7.999999999985796e-05,0,0
2025-11-17 05:10:03,keltner_squeeze_breakout,EURUSDm,5m,sent,BUY,0.08,1.16038,1.160369207,1.160768128,None,100.0,100.0,92.83,8.000000000008001e-05,0,0
2025-11-17 05:15:09,keltner_squeeze_breakout,EURUSDm,5m,sent,BUY,0.08,1.16049,1.160479207,1.160878128,None,100.0,100.0,92.84,8.000000000008001e-05,0,0
2025-11-17 05:20:03,keltner_squeeze_breakout,EURUSDm,5m,no_signal,None,None,None,None,None,None,None,None,None,None,None,None
2025-11-17 05:25:03,keltner_squeeze_breakout,EURUSDm,5m,no_signal,None,None,None,None,None,None,None,None,None,None,None,None
2025-11-17 05:30:03,keltner_squeeze_breakout,EURUSDm,5m,no_signal,None,None,None,None,None,None,None,None,None,None,None,None
2025-11-17 05:35:11,keltner_squeeze_breakout,EURUSDm,5m,sent,SELL,0.08,1.16002,1.160030793,1.159631872,None,100.0,100.0,92.8,7.999999999985796e-05,0,0
2025-11-17 05:40:03,keltner_squeeze_breakout,EURUSDm,5m,no_signal,None,None,None,None,None,None,None,None,None,None,None,None
2025-11-17 05:45:11,keltner_squeeze_breakout,EURUSDm,5m,no_signal,None,None,None,None,None,None,None,None,None,None,None,None
2025-11-17 05:50:03,keltner_squeeze_breakout,EURUSDm,5m,no_signal,None,None,None,None,None,None,None,None,None,None,None,None
2025-11-17 05:55:08,keltner_squeeze_breakout,EURUSDm,5m,sent,SELL,0.08,1.1599599999999999,1.1599707929999998,1.159571872,None,100.0,100.0,92.8,8.000000000008001e-05,0,0
2025-11-17 06:00:02,keltner_squeeze_breakout,EURUSDm,5m,no_signal,None,None,None,None,None,None,None,None,None,None,None,None
2025-11-17 06:05:02,keltner_squeeze_breakout,EURUSDm,5m,sent,SELL,0.08,1.15984,1.159850793,1.159451872,None,100.0,100.0,92.79,8.000000000008001e-05,0,0
2025-11-17 06:15:01,keltner_squeeze_breakout,EURUSDm,5m,no_signal,None,None,None,None,None,None,None,None,None,None,None,None
2025-11-17 06:20:03,keltner_squeeze_breakout,EURUSDm,5m,no_signal,None,None,None,None,None,None,None,None,None,None,None,None
2025-11-17 06:25:06,keltner_squeeze_breakout,EURUSDm,5m,no_signal,None,None,None,None,None,None,None,None,None,None,None,None
2025-11-17 06:30:02,keltner_squeeze_breakout,EURUSDm,5m,sent,BUY,0.08,1.16011,1.160099207,1.160498128,None,100.0,100.0,92.81,8.000000000008001e-05,0,0
2025-11-17 06:35:02,keltner_squeeze_breakout,EURUSDm,5m,sent,BUY,0.08,1.16018,1.160169207,1.160568128,None,100.0,100.0,92.81,8.000000000008001e-05,0,0
2025-11-17 06:40:02,keltner_squeeze_breakout,EURUSDm,5m,sent,BUY,0.08,1.16038,1.160369207,1.160768128,None,100.0,100.0,92.83,8.000000000008001e-05,0,0
2025-11-17 06:45:02,keltner_squeeze_breakout,EURUSDm,5m,sent,BUY,0.08,1.16054,1.160529207,1.160928128,None,100.0,100.0,92.84,7.999999999985796e-05,0,0
2025-11-17 06:50:02,keltner_squeeze_breakout,EURUSDm,5m,sent,BUY,0.08,1.16067,1.1606592070000001,1.161058128,None,100.0,100.0,92.85,8.000000000008001e-05,0,0
2025-11-17 06:55:04,keltner_squeeze_breakout,EURUSDm,5m,sent,BUY,0.08,1.1608100000000001,1.1607992070000002,1.161198128,None,100.0,100.0,92.86,8.000000000008001e-05,0,0
2025-11-17 07:00:02,keltner_squeeze_breakout,EURUSDm,5m,no_signal,None,None,None,None,None,None,None,None,None,None,None,None
2025-11-17 07:05:07,keltner_squeeze_breakout,EURUSDm,5m,sent,BUY,0.08,1.16085,1.160839207,1.161238128,None,100.0,100.0,92.87,7.999999999985796e-05,0,0
2025-11-17 07:10:03,keltner_squeeze_breakout,EURUSDm,5m,sent,BUY,0.08,1.16088,1.160869207,1.161268128,None,100.0,100.0,92.87,7.999999999985796e-05,0,0
2025-11-17 07:15:03,keltner_squeeze_breakout,EURUSDm,5m,no_signal,None,None,None,None,None,None,None,None,None,None,None,None
2025-11-17 07:20:01,keltner_squeeze_breakout,EURUSDm,5m,sent,BUY,0.08,1.16109,1.161079207,1.161478128,None,100.0,100.0,92.89,7.999999999985796e-05,0,0
2025-11-17 07:25:01,keltner_squeeze_breakout,EURUSDm,5m,no_signal,None,None,None,None,None,None,None,None,None,None,None,None
2025-11-17 07:30:03,keltner_squeeze_breakout,EURUSDm,5m,sent,BUY,0.08,1.16131,1.1612992070000001,1.161698128,None,100.0,100.0,92.9,8.000000000008001e-05,0,0
2025-11-17 07:35:01,keltner_squeeze_breakout,EURUSDm,5m,no_signal,None,None,None,None,None,None,None,None,None,None,None,None
2025-11-17 07:40:01,keltner_squeeze_breakout,EURUSDm,5m,no_signal,None,None,None,None,None,None,None,None,None,None,None,None
2025-11-17 07:45:04,keltner_squeeze_breakout,EURUSDm,5m,sent,BUY,0.08,1.16141,1.161399207,1.161798128,None,100.0,100.0,92.91,8.000000000008001e-05,0,0
2025-11-17 07:50:02,keltner_squeeze_breakout,EURUSDm,5m,no_signal,None,None,None,None,None,None,None,None,None,None,None,None
2025-11-17 07:55:02,keltner_squeeze_breakout,EURUSDm,5m,no_signal,None,None,None,None,None,None,None,None,None,None,None,None
2025-11-17 08:00:02,keltner_squeeze_breakout,EURUSDm,5m,no_signal,None,None,None,None,None,None,None,None,None,None,None,None
2025-11-17 08:05:02,keltner_squeeze_breakout,EURUSDm,5m,no_signal,None,None,None,None,None,None,None,None,None,None,None,None
2025-11-17 08:10:02,keltner_squeeze_breakout,EURUSDm,5m,sent,BUY,0.08,1.16146,1.161449207,1.161848128,None,100.0,100.0,92.92,7.999999999985796e-05,0,0
2025-11-17 08:15:06,keltner_squeeze_breakout,EURUSDm,5m,sent,SELL,0.08,1.16111,1.161120793,1.160721872,None,99.97,99.97,92.89,7.999999999985796e-05,0,0
2025-11-17 08:20:04,keltner_squeeze_breakout,EURUSDm,5m,sent,SELL,0.08,1.16076,1.160770793,1.160371872,None,99.97,99.97,92.86,8.000000000008001e-05,0,0
2025-11-17 08:25:03,keltner_squeeze_breakout,EURUSDm,5m,sent,SELL,0.08,1.16065,1.160660793,1.160261872,None,99.97,99.97,92.85,8.000000000008001e-05,0,0
2025-11-17 08:30:03,keltner_squeeze_breakout,EURUSDm,5m,sent,SELL,0.08,1.16034,1.1603507929999999,1.159951872,None,99.97,99.97,92.83,8.000000000008001e-05,0,0
2025-11-17 08:35:05,keltner_squeeze_breakout,EURUSDm,5m,no_signal,None,None,None,None,None,None,None,None,None,None,None,None
2025-11-17 08:40:01,keltner_squeeze_breakout,EURUSDm,5m,no_signal,None,None,None,None,None,None,None,None,None,None,None,None
2025-11-17 08:45:03,keltner_squeeze_breakout,EURUSDm,5m,sent,SELL,0.08,1.16013,1.160140793,1.1597418720000001,None,99.97,99.97,92.81,7.999999999985796e-05,0,0
2025-11-17 08:50:01,keltner_squeeze_breakout,EURUSDm,5m,sent,SELL,0.08,1.15998,1.159990793,1.159591872,None,99.97,99.97,92.8,8.000000000008001e-05,0,0
2025-11-17 08:55:01,keltner_squeeze_breakout,EURUSDm,5m,no_signal,None,None,None,None,None,None,None,None,None,None,None,None
2025-11-17 09:00:01,keltner_squeeze_breakout,EURUSDm,5m,no_signal,None,None,None,None,None,None,None,None,None,None,None,None
2025-11-17 09:05:02,keltner_squeeze_breakout,EURUSDm,5m,sent,SELL,0.08,1.15985,1.159860793,1.159461872,None,99.97,99.97,92.79,7.999999999985796e-05,0,0
2025-11-17 09:10:02,keltner_squeeze_breakout,EURUSDm,5m,no_signal,None,None,None,None,None,None,None,None,None,None,None,None
2025-11-19 13:40:02,keltner_squeeze_breakout,EURUSDm,5m,sent,SELL,0.04,1.1577600000000001,1.1588040000000002,1.1566820000000002,None,100.0,100.0,46.31,7.999999999985796e-05,1963149755,1532064240
2025-11-19 13:45:02,keltner_squeeze_breakout,EURUSDm,5m,sent,SELL,0.04,1.1574200000000001,1.1584640000000002,1.1563420000000002,None,101.04,54.73,46.3,7.999999999985796e-05,1963185618,1532094058
2025-11-19 13:50:02,keltner_squeeze_breakout,EURUSDm,5m,position_limit,None,None,None,None,None,None,None,None,None,None,None,None
2025-11-19 13:55:02,keltner_squeeze_breakout,EURUSDm,5m,no_signal,None,None,None,None,None,None,None,None,None,None,None,None
2025-11-19 14:00:02,keltner_squeeze_breakout,EURUSDm,5m,no_signal,None,None,None,None,None,None,None,None,None,None,None,None
2025-11-19 14:05:03,keltner_squeeze_breakout,EURUSDm,5m,no_signal,None,None,None,None,None,None,None,None,None,None,None,None
2025-11-19 14:10:03,keltner_squeeze_breakout,EURUSDm,5m,no_signal,None,None,None,None,None,None,None,None,None,None,None,None
2025-11-19 14:15:03,keltner_squeeze_breakout,EURUSDm,5m,no_signal,None,None,None,None,None,None,None,None,None,None,None,None
2025-11-19 14:20:03,keltner_squeeze_breakout,EURUSDm,5m,no_signal,None,None,None,None,None,None,None,None,None,None,None,None
2025-11-19 14:25:03,keltner_squeeze_breakout,EURUSDm,5m,no_signal,None,None,None,None,None,None,None,None,None,None,None,None
2025-11-19 14:30:03,keltner_squeeze_breakout,EURUSDm,5m,no_signal,None,None,None,None,None,None,None,None,None,None,None,None
2025-11-19 14:35:01,keltner_squeeze_breakout,EURUSDm,5m,no_signal,None,None,None,None,None,None,None,None,None,None,None,None
2025-11-19 14:40:01,keltner_squeeze_breakout,EURUSDm,5m,no_signal,None,None,None,None,None,None,None,None,None,None,None,None
2025-11-19 14:45:02,keltner_squeeze_breakout,EURUSDm,5m,no_signal,None,None,None,None,None,None,None,None,None,None,None,None
2025-11-19 14:50:02,keltner_squeeze_breakout,EURUSDm,5m,no_signal,None,None,None,None,None,None,None,None,None,None,None,None
2025-11-19 14:55:02,keltner_squeeze_breakout,EURUSDm,5m,no_signal,None,None,None,None,None,None,None,None,None,None,None,None
2025-11-19 15:00:02,keltner_squeeze_breakout,EURUSDm,5m,no_signal,None,None,None,None,None,None,None,None,None,None,None,None
2025-11-19 15:05:02,keltner_squeeze_breakout,EURUSDm,5m,no_signal,None,None,None,None,None,None,None,None,None,None,None,None
2025-11-19 15:10:02,keltner_squeeze_breakout,EURUSDm,5m,no_signal,None,None,None,None,None,None,None,None,None,None,None,None
2025-11-19 15:15:02,keltner_squeeze_breakout,EURUSDm,5m,no_signal,None,None,None,None,None,None,None,None,None,None,None,None
2025-11-19 15:20:02,keltner_squeeze_breakout,EURUSDm,5m,no_signal,None,None,None,None,None,None,None,None,None,None,None,None
2025-11-19 15:25:03,keltner_squeeze_breakout,EURUSDm,5m,no_signal,None,None,None,None,None,None,None,None,None,None,None,None
2025-11-19 15:30:03,keltner_squeeze_breakout,EURUSDm,5m,no_signal,None,None,None,None,None,None,None,None,None,None,None,None
2025-11-19 15:35:03,keltner_squeeze_breakout,EURUSDm,5m,no_signal,None,None,None,None,None,None,None,None,None,None,None,None
2025-11-19 15:40:03,keltner_squeeze_breakout,EURUSDm,5m,no_signal,None,None,None,None,None,None,None,None,None,None,None,None
2025-11-19 15:45:03,keltner_squeeze_breakout,EURUSDm,5m,no_signal,None,None,None,None,None,None,None,None,None,None,None,None
2025-11-19 15:50:03,keltner_squeeze_breakout,EURUSDm,5m,no_signal,None,None,None,None,None,None,None,None,None,None,None,None
2025-11-19 15:55:01,keltner_squeeze_breakout,EURUSDm,5m,no_signal,None,None,None,None,None,None,None,None,None,None,None,None
2025-11-19 16:00:01,keltner_squeeze_breakout,EURUSDm,5m,no_signal,None,None,None,None,None,None,None,None,None,None,None,None
2025-11-19 16:05:02,keltner_squeeze_breakout,EURUSDm,5m,no_signal,None,None,None,None,None,None,None,None,None,None,None,None
2025-11-19 16:10:02,keltner_squeeze_breakout,EURUSDm,5m,no_signal,None,None,None,None,None,None,None,None,None,None,None,None
2025-11-19 16:15:02,keltner_squeeze_breakout,EURUSDm,5m,no_signal,None,None,None,None,None,None,None,None,None,None,None,None
2025-11-19 16:20:04,keltner_squeeze_breakout,EURUSDm,5m,no_signal,None,None,None,None,None,None,None,None,None,None,None,None
2025-11-19 16:25:04,keltner_squeeze_breakout,EURUSDm,5m,no_signal,None,None,None,None,None,None,None,None,None,None,None,None
2025-11-19 16:30:02,keltner_squeeze_breakout,EURUSDm,5m,no_signal,None,None,None,None,None,None,None,None,None,None,None,None
2025-11-19 16:35:02,keltner_squeeze_breakout,EURUSDm,5m,no_signal,None,None,None,None,None,None,None,None,None,None,None,None
2025-11-19 16:40:02,keltner_squeeze_breakout,EURUSDm,5m,no_signal,None,None,None,None,None,None,None,None,None,None,None,None
2025-11-19 16:45:02,keltner_squeeze_breakout,EURUSDm,5m,no_signal,None,None,None,None,None,None,None,None,None,None,None,None
2025-11-19 16:50:03,keltner_squeeze_breakout,EURUSDm,5m,no_signal,None,None,None,None,None,None,None,None,None,None,None,None
2025-11-19 16:55:03,keltner_squeeze_breakout,EURUSDm,5m,no_signal,None,None,None,None,None,None,None,None,None,None,None,None
2025-11-19 17:00:01,keltner_squeeze_breakout,EURUSDm,5m,no_signal,None,None,None,None,None,None,None,None,None,None,None,None
2025-11-19 17:05:03,keltner_squeeze_breakout,EURUSDm,5m,no_signal,None,None,None,None,None,None,None,None,None,None,None,None
2025-11-19 17:10:01,keltner_squeeze_breakout,EURUSDm,5m,no_signal,None,None,None,None,None,None,None,None,None,None,None,None
2025-11-19 17:15:03,keltner_squeeze_breakout,EURUSDm,5m,no_signal,None,None,None,None,None,None,None,None,None,None,None,None
2025-11-19 17:20:01,keltner_squeeze_breakout,EURUSDm,5m,no_signal,None,None,None,None,None,None,None,None,None,None,None,None
2025-11-19 17:25:04,keltner_squeeze_breakout,EURUSDm,5m,sent,SELL,0.04,1.15307,1.154114,1.1519920000000001,None,108.64,108.64,46.12,8.000000000008001e-05,1965005847,1533729943
2025-11-19 17:30:04,keltner_squeeze_breakout,EURUSDm,5m,sent,SELL,0.04,1.15287,1.153914,1.1517920000000001,None,109.16,63.04,46.11,7.999999999985796e-05,1965035127,1533756972
2025-11-19 17:35:04,keltner_squeeze_breakout,EURUSDm,5m,position_limit,None,None,None,None,None,None,None,None,None,None,None,None
